City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Waipawa,NZ,-41.4122,175.5153,44.91,69,100,18.41,overcast clouds
348,Jalingo,NG,8.8833,11.3667,81.18,77,82,4.72,light rain
349,Trinidad,BO,-14.8333,-64.9,85.98,51,5,11.5,clear sky
350,Mantua,IT,45.1667,10.7833,101.08,15,1,1.79,clear sky
351,Quelimane,MZ,-17.8786,36.8883,75.15,78,20,11.99,few clouds
352,Log,RU,49.4844,43.8613,72.88,39,28,10.89,scattered clouds
353,Alyangula,AU,-13.8483,136.4192,66.33,67,43,9.82,scattered clouds
354,Cockburn Town,TC,21.4612,-71.1419,82.53,79,6,18.41,clear sky
355,Muktsar,IN,30.4833,74.5167,78.3,92,80,5.57,broken clouds
356,Touros,BR,-5.1989,-35.4608,82.58,63,79,14.23,broken clouds
357,Dingle,PH,10.9995,122.6711,77.94,91,100,5.21,overcast clouds
358,Inhambane,MZ,-23.865,35.3833,71.58,78,20,5.01,few clouds
359,Grand Gaube,MU,-20.0064,57.6608,70.38,69,62,8.99,broken clouds
360,Bontang,ID,0.1333,117.5,80.89,81,99,7.87,overcast clouds
361,Ashoknagar,IN,24.5667,77.7167,77.67,90,100,5.68,light rain
362,Wittelsheim,FR,47.8094,7.2402,87.04,40,6,1.54,clear sky
363,Bolobo,CD,-2.1667,16.2333,88.2,42,71,1.52,broken clouds
364,Dzaoudzi,YT,-12.7887,45.2699,73.29,88,100,10.36,mist
365,Vostok,RU,46.4856,135.8833,58.51,98,47,2.37,scattered clouds
366,Sao Lourenco Da Serra,BR,-23.8525,-46.9425,74.98,41,0,0.81,clear sky
367,Honningsvag,NO,70.9821,25.9704,62.35,82,100,2.3,light rain
368,Egvekinot,RU,66.3167,-179.1667,33.04,72,16,9.75,few clouds
369,Huarmey,PE,-10.0681,-78.1522,66.27,74,70,10.69,broken clouds
370,Kaitangata,NZ,-46.2817,169.8464,43.05,89,100,4.59,overcast clouds
371,Kenai,US,60.5544,-151.2583,50.14,98,100,5.75,overcast clouds
372,Inta,RU,66.0317,60.1659,61.7,43,100,11.77,overcast clouds
373,Fairbanks,US,64.8378,-147.7164,56.82,75,75,1.01,broken clouds
374,Floro,NO,61.5996,5.0328,63.23,76,75,11.5,broken clouds
375,Esperance,AU,-33.8667,121.9,53.44,75,59,20.4,broken clouds
376,Zemio,CF,5.0314,25.1361,76.89,82,100,4.29,overcast clouds
377,Lata,PT,40.1629,-8.3327,85.5,48,0,10.56,clear sky
378,Kambove,CD,-10.8764,26.5969,70.56,40,68,4.81,broken clouds
379,Mason City,US,43.1536,-93.201,80.73,68,0,13.8,clear sky
380,Pangnirtung,CA,66.1451,-65.7125,44.6,100,100,8.05,overcast clouds
381,Marshall,US,34.3834,-86.3333,88.09,72,75,6.91,broken clouds
382,Lorengau,PG,-2.0226,147.2712,80.17,78,99,4.09,overcast clouds
383,La Ronge,CA,55.1001,-105.2842,61.02,67,100,21.85,overcast clouds
384,Swan Hill,AU,-35.3378,143.5544,47.01,90,6,12.15,clear sky
385,Vanavara,RU,60.34,102.2797,58.37,71,64,3.36,broken clouds
386,Tazmalt,DZ,36.3868,4.3989,101.46,14,2,12.77,clear sky
387,Esso,RU,55.9333,158.7,57.88,94,4,4.05,clear sky
388,Yumen,CN,40.2833,97.2,71.17,23,0,9.71,clear sky
389,Tessalit,ML,20.1986,1.0114,98.83,22,44,3.78,light rain
390,Totana,ES,37.7688,-1.5023,94.5,31,0,12.71,clear sky
391,Jacareacanga,BR,-6.2222,-57.7528,97.75,28,31,2.1,scattered clouds
392,Bosaso,SO,11.2842,49.1816,89.85,47,60,2.04,broken clouds
393,Jalu,LY,29.0331,21.5482,93.31,17,0,16.04,clear sky
394,Agadez,NE,19.75,10.25,102.6,11,7,2.44,clear sky
395,Gizo,SB,-8.103,156.8419,81.63,77,20,5.39,light rain
396,Peskovka,RU,59.0448,52.3606,62.49,88,30,3.71,light rain
397,Rumenka,RS,45.2931,19.7439,100.58,15,59,7.72,broken clouds
398,Murgab,TM,37.4966,61.9714,103.87,20,0,6.91,clear sky
399,Champerico,GT,14.3,-91.9167,88.34,75,100,2.13,overcast clouds
400,Samandag,TR,36.0842,35.9771,88.32,58,4,10.51,clear sky
401,Lashio,MM,22.9333,97.75,70.5,97,84,1.12,broken clouds
402,Walvis Bay,NA,-22.9575,14.5053,62.1,64,0,15.95,clear sky
403,Rocha,UY,-34.4833,-54.3333,60.87,71,74,9.53,broken clouds
404,Tabou,CI,4.423,-7.3528,77.7,66,78,7.74,broken clouds
405,Mbini,GQ,1.574,9.6134,78.46,77,59,12.77,broken clouds
406,Reitz,ZA,-27.8014,28.4273,54.59,41,72,7.0,broken clouds
407,Ponta Delgada,PT,37.7333,-25.6667,72.32,83,75,6.91,broken clouds
408,Neuquen,AR,-38.9516,-68.0591,55.29,54,0,9.22,clear sky
409,Nhulunbuy,AU,-12.2333,136.7667,71.38,60,69,13.49,broken clouds
410,Sibolga,ID,1.7427,98.7792,77.22,87,35,3.85,scattered clouds
411,Jumla,NP,29.2747,82.1838,64.63,94,99,0.31,light rain
412,Lalmohan,BD,22.3384,90.7419,83.37,82,100,9.1,light rain
413,Ryde,GB,50.73,-1.1621,76.71,79,91,3.0,overcast clouds
414,Manta,EC,-0.95,-80.7333,73.18,78,75,11.5,broken clouds
415,Fria,GN,10.4167,-13.5833,79.21,90,99,7.05,moderate rain
416,Havelock,US,34.8791,-76.9013,90.05,81,40,17.27,scattered clouds
417,Sumbe,AO,-11.2061,13.8437,71.01,78,21,7.02,few clouds
418,Silvania,BR,-16.6589,-48.6081,80.89,29,9,9.95,clear sky
419,Kulhudhuffushi,MV,6.6221,73.07,81.55,79,100,18.59,overcast clouds
420,Bambanglipuro,ID,-7.95,110.2833,75.74,81,59,10.0,broken clouds
421,Hays,US,30.0502,-98.0336,90.63,62,90,5.01,overcast clouds
422,Baraya,CO,3.1533,-75.0531,76.8,59,60,4.18,broken clouds
423,Goderich,CA,43.7501,-81.7165,73.72,78,14,11.5,few clouds
424,Atambua,ID,-9.1061,124.8925,70.57,86,82,5.06,broken clouds
425,Tekkali,IN,18.6167,84.2333,83.34,81,100,3.65,overcast clouds
426,Guabito,PA,9.5,-82.6167,80.06,81,100,4.25,overcast clouds
427,Aripuana,BR,-9.1667,-60.6333,95.34,28,0,2.39,clear sky
428,Neiafu,TO,-18.65,-173.9833,77.47,69,65,17.4,broken clouds
429,Dunedin,NZ,-45.8742,170.5036,47.8,83,95,7.0,overcast clouds
430,Bageshwar,IN,29.85,79.7667,72.23,93,100,1.1,overcast clouds
431,Fortuna,US,40.5982,-124.1573,56.93,91,87,5.23,overcast clouds
432,Souillac,MU,-20.5167,57.5167,68.38,83,75,14.97,light intensity shower rain
433,Punta De Piedra,VE,7.6176,-71.4916,72.54,99,100,1.45,overcast clouds
434,Zeya,RU,53.75,127.2667,60.98,89,100,3.47,overcast clouds
435,Loknya,RU,56.83,30.1467,70.9,72,80,2.64,broken clouds
436,Kalmunai,LK,7.4167,81.8167,82.63,80,14,8.72,moderate rain
437,Kathu,TH,7.9178,98.3332,85.69,99,100,7.94,overcast clouds
438,Sawtell,AU,-30.3833,153.1,59.02,88,40,19.57,light rain
439,Luderitz,NA,-26.6481,15.1594,64.72,55,0,12.48,clear sky
440,Atemar,RU,54.181,45.4091,58.77,95,100,9.98,moderate rain
441,Atikokan,CA,48.7555,-91.6216,73.67,45,2,11.61,clear sky
442,Lakes Entrance,AU,-37.8811,147.981,38.16,88,0,8.05,clear sky
443,San Juan Bautista,PE,-14.0108,-75.7358,67.68,55,0,3.51,clear sky
444,Serafimovskiy,RU,54.4241,53.7964,63.66,74,95,3.29,overcast clouds
445,Larreynaga,NI,12.6769,-86.5719,88.3,51,99,5.21,overcast clouds
446,Oranjestad,AW,12.524,-70.027,87.75,66,40,19.57,scattered clouds
447,Rincon,US,32.296,-81.2354,85.96,70,75,9.22,broken clouds
448,Breyten,ZA,-26.3018,29.987,53.29,47,79,2.8,broken clouds
449,Vieques,PR,18.425,-65.8329,80.85,100,100,21.85,light rain
450,Kristinehamn,SE,59.3098,14.1081,86.56,52,99,2.75,overcast clouds
451,Poum,NC,-20.2333,164.0167,76.32,89,6,23.58,clear sky
452,Naze,JP,28.3667,129.4833,81.52,88,79,13.29,broken clouds
453,Talnakh,RU,69.4865,88.3972,58.21,81,21,7.83,light rain
454,Aykhal,RU,66.0,111.5,51.73,93,100,0.63,overcast clouds
455,Tazovskiy,RU,67.4667,78.7,44.46,84,100,3.89,overcast clouds
456,Chaplynka,UA,46.3651,33.5403,83.35,25,52,9.19,broken clouds
457,Troitsko-Pechorsk,RU,62.7084,56.1964,63.07,76,73,4.63,broken clouds
458,El Sauzal,MX,31.9,-116.6833,71.42,88,97,7.52,overcast clouds
459,Padang,ID,-0.9492,100.3543,77.67,89,99,3.33,overcast clouds
460,Lagoa,PT,39.05,-27.9833,72.54,79,65,4.27,broken clouds
461,San Vicente De Canete,PE,-13.0751,-76.3835,64.51,74,71,5.64,broken clouds
462,Buala,SB,-8.145,159.5921,79.93,83,90,6.11,overcast clouds
463,Kangaatsiaq,GL,68.3065,-53.4641,42.17,99,100,8.39,overcast clouds
464,La Palma,US,33.8464,-118.0467,82.96,76,79,1.99,broken clouds
465,Mitsamiouli,KM,-11.3847,43.2844,79.09,65,40,9.22,scattered clouds
466,Campos Altos,BR,-19.6961,-46.1714,75.6,38,0,7.47,clear sky
467,Shelopugino,RU,51.6514,117.5599,61.99,91,7,3.0,clear sky
468,Smithers,CA,54.7804,-127.1743,53.92,82,75,2.3,broken clouds
469,Newton,US,42.337,-71.2092,93.6,58,90,8.01,overcast clouds
470,Ekhabi,RU,53.5102,142.9671,54.48,94,100,9.64,overcast clouds
471,Sobolevo,RU,54.4299,31.8996,67.08,75,18,12.64,few clouds
472,Mizan Teferi,ET,6.9833,35.5833,61.83,97,81,0.58,light rain
473,Usinsk,RU,65.9939,57.5281,62.67,48,100,15.88,overcast clouds
474,Mezen,RU,65.8522,44.24,61.25,68,5,9.1,clear sky
475,Luwuk,ID,-0.9516,122.7875,76.44,89,27,5.19,scattered clouds
476,Likhoslavl,RU,57.1275,35.464,67.73,63,58,8.05,broken clouds
477,Okhotsk,RU,59.3833,143.3,53.24,93,92,2.08,overcast clouds
478,Skibbereen,IE,51.55,-9.2667,61.11,83,100,9.06,overcast clouds
479,Mount Isa,AU,-20.7333,139.5,50.29,33,3,12.82,clear sky
480,Bud,US,39.447,-86.1758,84.97,64,0,8.97,clear sky
481,Pervoye Maya,RU,56.164,44.7196,60.84,89,85,8.7,overcast clouds
482,Kawalu,ID,-7.3817,108.2082,71.44,95,95,1.61,overcast clouds
483,Hobyo,SO,5.3505,48.5268,76.87,78,77,25.64,broken clouds
484,Fuerte Olimpo,PY,-21.0415,-57.8738,95.16,17,11,13.58,few clouds
485,Dothan,US,31.2232,-85.3905,88.2,80,75,8.05,broken clouds
486,Luoyang,CN,34.6836,112.4536,79.34,63,59,2.71,broken clouds
487,Erdenet,MN,49.0333,104.0833,47.66,97,100,4.36,moderate rain
488,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,69,70,2.84,broken clouds
489,Mogadishu,SO,2.0371,45.3438,76.42,84,40,18.25,scattered clouds
490,Waw,SS,7.7029,27.9953,75.88,82,97,5.5,light rain
491,Kismayo,SO,-0.3582,42.5454,75.63,82,40,19.69,light rain
492,Port Hardy,CA,50.6996,-127.4199,53.78,94,100,3.44,mist
493,Manavalakurichi,IN,8.1333,77.3,79.03,84,13,17.16,few clouds
494,Jega,NG,12.2175,4.3792,90.99,44,96,8.55,overcast clouds
495,Cayenne,GF,4.9333,-52.3333,86.09,2,100,5.75,overcast clouds
496,Tocopilla,CL,-22.092,-70.1979,65.19,68,100,7.96,overcast clouds
497,Taoudenni,ML,22.6783,-3.9836,107.06,17,33,9.19,scattered clouds
498,China,MX,25.7,-99.2333,91.31,39,0,11.65,clear sky
499,Vilhena,BR,-12.7406,-60.1458,86.22,32,0,13.8,clear sky
500,Mersing,MY,2.4312,103.8405,75.11,94,40,3.44,scattered clouds
501,Port-Gentil,GA,-0.7193,8.7815,80.56,74,40,13.8,scattered clouds
502,Artigas,UY,-30.4,-56.4667,71.17,78,100,5.17,light rain
503,Lasa,IT,46.6166,10.7002,89.69,63,52,2.59,broken clouds
504,Northam,GB,51.0333,-4.2167,65.39,60,5,11.21,clear sky
505,Jenjarom,MY,2.8766,101.4988,82.11,86,73,4.21,broken clouds
506,Puerto Maldonado,PE,-12.6,-69.1833,84.6,61,0,2.3,clear sky
507,Teknaf,BD,20.8624,92.3058,82.33,84,100,4.76,light rain
508,Ystad,SE,55.4297,13.8204,77.36,66,100,13.82,overcast clouds
509,Nipawin,CA,53.3668,-104.0009,69.84,56,0,11.5,clear sky
510,Abha,SA,18.2164,42.5053,75.02,68,40,11.5,scattered clouds
511,Dezhou,CN,37.4486,116.2925,77.4,69,4,6.11,clear sky
512,Tucupita,VE,9.0622,-62.051,84.07,77,44,5.08,scattered clouds
513,Sligo,IE,54.2697,-8.4694,62.91,59,40,8.05,scattered clouds
514,Zhumadian,CN,32.9794,114.0294,79.09,88,2,5.57,clear sky
515,Uyemskiy,RU,64.4743,40.8524,68.05,82,0,8.95,clear sky
516,Khorinsk,RU,52.1657,109.7726,63.75,57,100,4.81,overcast clouds
517,Innisfail,AU,-17.5333,146.0333,64.47,93,6,4.81,clear sky
518,Valparaiso,CL,-33.0393,-71.6273,53.83,87,20,5.75,haze
519,Tibati,CM,6.4667,12.6333,75.47,85,96,3.8,light rain
520,Burns Lake,CA,54.2331,-125.7533,47.62,54,90,2.82,overcast clouds
521,Pudozh,RU,61.8099,36.5345,77.09,55,22,1.77,few clouds
522,Mecca,SA,21.4267,39.8261,94.59,37,6,9.19,clear sky
523,General Pico,AR,-35.6566,-63.7568,61.34,19,11,10.22,few clouds
524,Mae Tha,TH,18.4646,99.1403,77.59,96,100,1.79,overcast clouds
525,Araouane,ML,18.9048,-3.5265,97.88,28,63,9.53,broken clouds
526,Yaan,NG,7.3833,8.5667,78.37,74,88,7.63,overcast clouds
527,Weligama,LK,5.9667,80.4167,78.64,86,92,15.66,overcast clouds
528,Asau,RO,46.4333,26.4,81.52,29,0,8.32,clear sky
529,Mangan,IN,27.5167,88.5333,76.91,91,100,1.23,overcast clouds
530,Ust-Tsilma,RU,65.441,52.1498,70.39,50,75,6.55,broken clouds
531,Bara,NG,10.3744,10.7288,85.39,56,57,1.3,broken clouds
532,Rabo De Peixe,PT,37.8,-25.5833,71.11,83,75,6.91,broken clouds
533,Sambava,MG,-14.2667,50.1667,69.33,85,96,13.51,light rain
534,Raga,SS,8.4596,25.678,75.42,85,91,2.62,light rain
535,Tendukheda,IN,23.4,79.55,79.25,86,100,6.35,moderate rain
536,Ulladulla,AU,-35.35,150.4667,54.63,82,94,7.63,overcast clouds
537,Blagoyevo,RU,63.3667,47.9167,75.42,43,88,7.63,overcast clouds
538,Dolores Hidalgo,MX,21.1561,-100.9308,72.79,42,6,3.06,clear sky
539,Tucuman,AR,-26.8241,-65.2226,64.4,52,80,10.36,broken clouds
540,Dicabisagan,PH,17.0818,122.4157,81.36,84,50,1.99,scattered clouds
541,Amga,RU,60.8953,131.9608,64.67,78,1,2.66,clear sky
542,Ingham,US,42.6,-84.3833,84.9,59,0,12.66,clear sky
543,Mettur,IN,11.8,77.8,84.29,69,98,1.21,overcast clouds
544,Georgiyevka,KZ,43.0369,74.7114,86.04,26,0,2.24,clear sky
545,Tamandare,BR,-8.7597,-35.1047,78.31,75,89,12.88,overcast clouds
546,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,71,22,8.66,few clouds
547,Rovigo,IT,45.08,11.793,96.1,26,0,14.09,clear sky
548,Umm Lajj,SA,25.0213,37.2685,88.05,56,3,12.35,clear sky
549,Morondava,MG,-20.2833,44.2833,74.53,70,7,12.95,clear sky
550,Akyab,MM,20.15,92.9,83.23,80,100,3.6,moderate rain
551,Havre-Saint-Pierre,CA,50.2334,-63.5986,73.76,56,0,9.22,clear sky
552,Awjilah,LY,29.1081,21.2869,92.97,19,0,16.08,clear sky
553,Pangody,RU,65.85,74.4859,44.42,86,100,10.13,overcast clouds
554,Springfield,US,37.2153,-93.2982,89.37,49,6,3.0,clear sky
555,Kuusamo,FI,65.9667,29.1833,75.24,50,0,9.22,clear sky
556,Ponferrada,ES,42.5466,-6.5962,99.28,24,0,8.01,clear sky
557,Iquique,CL,-20.2208,-70.1431,59.04,68,91,4.34,overcast clouds
558,Cairns,AU,-16.9167,145.7667,70.07,91,22,5.1,few clouds
559,Lishui,CN,28.4604,119.9103,79.7,91,85,1.28,overcast clouds
560,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.79,100,100,4.47,overcast clouds
561,Alofi,NU,-19.0595,-169.9187,69.69,88,7,5.75,clear sky
562,Quatre Cocos,MU,-20.2078,57.7625,71.1,71,73,19.91,light rain
563,Halifax,CA,44.6453,-63.5724,85.51,74,75,10.36,broken clouds
564,Wallaceburg,CA,42.593,-82.3885,86.11,47,0,13.98,clear sky
565,Morro Bay,US,35.3658,-120.8499,64.15,1,7,5.82,clear sky
566,Veraval,IN,20.9,70.3667,81.88,81,100,15.86,light rain
567,De Aar,ZA,-30.6497,24.0123,56.93,35,0,6.58,clear sky
568,Los Llanos De Aridane,ES,28.6585,-17.9182,73.15,73,20,18.41,few clouds
569,Ahipara,NZ,-35.1667,173.1667,54.9,82,90,9.48,overcast clouds
570,Abalak,RU,58.1286,68.5944,57.49,94,97,5.64,overcast clouds
571,Namatanai,PG,-3.6667,152.4333,78.8,81,43,5.64,scattered clouds
572,Tezu,IN,27.9167,96.1667,77.43,92,100,2.64,moderate rain
573,Kearney,US,40.6995,-99.0815,85.57,54,0,6.91,clear sky
574,Davila,PH,18.4726,120.5763,80.58,81,66,9.89,broken clouds
575,Cienfuegos,CU,22.1461,-80.4356,88.57,52,0,5.23,clear sky
576,Adand,HU,46.8593,18.1644,92.84,15,43,4.72,scattered clouds
577,Tommot,RU,58.9564,126.2925,59.63,93,4,2.13,clear sky
578,Fare,PF,-16.7,-151.0167,76.17,76,10,11.72,clear sky
579,Hudson Bay,CA,52.85,-102.3842,71.31,45,63,13.71,broken clouds
580,Inirida,CO,3.8653,-67.9239,81.0,84,31,1.63,scattered clouds
581,Qaqortoq,GL,60.7167,-46.0333,52.65,81,7,8.95,clear sky
582,Opuwo,NA,-18.0607,13.84,76.01,16,0,7.02,clear sky
583,Pozhva,RU,59.0912,56.0847,60.76,91,60,4.09,light rain
584,Okha,RU,53.5739,142.9478,54.66,94,100,9.71,overcast clouds
585,Avondale,US,33.4356,-112.3496,97.29,38,99,5.99,overcast clouds
586,Ise,JP,34.4833,136.7,78.12,92,53,5.66,broken clouds
587,Stokmarknes,NO,68.5646,14.9108,57.18,77,75,5.75,broken clouds
588,Mount Gambier,AU,-37.8333,140.7667,47.03,85,54,8.12,broken clouds
589,San Policarpo,PH,12.1791,125.5072,81.91,78,9,3.47,clear sky
590,Japura,ID,-0.3167,102.35,74.39,97,89,2.48,overcast clouds
591,West Bay,KY,19.3667,-81.4167,87.87,70,20,9.22,few clouds
592,Hirara,JP,24.8,125.2833,84.92,78,2,11.99,clear sky
593,Nanakuli,US,21.3906,-158.1547,75.45,77,29,13.11,scattered clouds
594,Umred,IN,20.85,79.3333,80.89,87,100,11.18,light rain
595,Athens,GR,37.9795,23.7162,94.24,26,0,11.99,clear sky
596,Yagoua,CM,10.3411,15.2329,87.24,54,38,4.65,scattered clouds
597,Bredy,RU,52.4153,60.3411,64.6,55,9,3.15,clear sky
598,Iisalmi,FI,63.5592,27.1907,77.85,49,97,4.12,overcast clouds
599,Richards Bay,ZA,-28.783,32.0377,66.58,85,5,6.38,clear sky
600,Kabarnet,KE,0.4919,35.743,62.4,66,98,5.17,light rain
601,Hualmay,PE,-11.0964,-77.6139,64.27,76,74,9.53,broken clouds
602,Lokosovo,RU,61.1333,74.8167,56.86,71,82,8.08,broken clouds
603,Chifeng,CN,42.2683,118.9636,70.47,70,26,1.12,scattered clouds
604,Bagdarin,RU,54.4333,113.6,62.19,83,100,2.84,overcast clouds
605,Nanga Eboko,CM,4.6833,12.3667,76.01,87,79,2.75,light rain
606,Artyom,AZ,40.4723,50.333,78.94,75,4,24.83,clear sky
607,Takoradi,GH,4.8845,-1.7554,78.3,64,27,11.79,scattered clouds
608,Lushoto,TZ,-4.7833,38.2833,54.0,86,65,4.21,broken clouds
609,Morgan City,US,29.6994,-91.2068,91.0,57,24,8.52,few clouds
610,Bakel,SN,14.905,-12.4568,79.12,82,100,7.85,light rain
611,Laguna,US,38.421,-121.4238,84.94,60,0,1.99,clear sky
612,Pangai,TO,-19.8,-174.35,76.69,69,0,11.92,clear sky
613,Laranjeiras Do Sul,BR,-25.4078,-52.4161,72.61,60,67,6.73,broken clouds
614,Olavarria,AR,-36.8927,-60.3225,55.02,43,51,8.05,broken clouds
615,Calabozo,VE,8.9242,-67.4293,83.08,68,71,4.34,broken clouds
616,Barranca,PE,-10.75,-77.7667,64.4,74,85,10.94,overcast clouds
617,Surt,LY,31.2089,16.5887,81.84,57,0,14.41,clear sky
618,Karasjok,NO,69.4719,25.5112,58.24,97,100,2.66,light rain
619,Georgiyevskoye,RU,58.731,45.024,64.29,73,100,4.12,overcast clouds
620,Kushiro,JP,42.975,144.3747,60.26,87,91,2.15,overcast clouds
621,Anderson,US,34.5334,-82.6499,82.26,60,97,14.58,light rain
622,Tottori,JP,35.5,134.2333,75.94,92,13,6.33,few clouds
623,Maryville,US,35.7565,-83.9705,81.12,60,81,10.65,broken clouds
624,Ternate,ID,0.8,127.4,79.97,79,100,3.24,light rain
625,Valente,BR,-11.4122,-39.4619,78.37,53,99,9.44,overcast clouds
626,Khorixas,NA,-20.3667,14.9667,77.47,14,0,3.96,clear sky
627,Sidney,AU,-33.8679,151.2073,58.28,83,100,5.01,light rain
628,Seidu,SL,9.0167,-10.6,68.99,95,100,3.6,overcast clouds
629,Vao,NC,-22.6667,167.4833,73.04,91,6,19.42,clear sky
630,Sokol,RU,59.4617,40.1206,68.05,68,87,1.3,overcast clouds
631,Tautira,PF,-17.7333,-149.15,75.13,78,14,10.96,light rain
632,Tarragona,ES,41.129,1.249,88.39,50,20,10.36,few clouds
633,Whitianga,NZ,-36.8333,175.7,46.06,89,72,7.72,broken clouds
634,Urengoy,RU,65.9667,78.3667,47.55,82,100,4.36,overcast clouds
635,Malindi,KE,-3.2175,40.1191,75.16,79,7,19.13,clear sky
636,Basco,PH,20.4487,121.9702,85.26,80,6,12.48,clear sky
637,Gatesville,US,31.4352,-97.7439,92.35,53,0,5.55,clear sky
638,Hanchuan,CN,30.65,113.7667,81.68,85,82,6.62,broken clouds
639,Suluq,LY,31.6682,20.2521,85.23,34,0,20.62,clear sky
640,Watsa,CD,3.0372,29.5355,73.02,73,70,0.49,broken clouds
641,Kangalassy,RU,62.3464,129.9628,64.33,72,42,1.92,scattered clouds
642,Yenagoa,NG,4.9247,6.2642,80.1,73,100,8.88,light rain
643,Tanete,ID,-3.9443,119.7848,73.76,98,59,4.56,broken clouds
644,Cavalcante,BR,-13.7975,-47.4583,82.35,30,31,8.12,scattered clouds
645,Limbang,MY,4.75,115.0,82.51,89,100,1.81,overcast clouds
646,Nyurba,RU,63.2842,118.3319,54.9,95,99,4.88,overcast clouds
647,Hakui,JP,36.8833,136.7833,75.69,97,99,6.42,overcast clouds
648,Port Angeles,US,48.1181,-123.4307,71.56,78,100,11.5,mist
649,Bandon,IE,51.7469,-8.7425,66.45,61,100,9.62,overcast clouds
650,Jutai,BR,-5.1833,-68.9,90.09,49,34,1.9,scattered clouds
651,Half Moon Bay,US,37.4636,-122.4286,66.87,85,100,9.22,mist
652,Phangnga,TH,8.4509,98.5298,82.44,89,100,2.33,overcast clouds
653,Esmeraldas,BR,-19.7625,-44.3139,79.79,34,9,7.0,clear sky
654,Seredka,RU,58.1584,28.1858,76.75,53,0,8.41,clear sky
655,Marsh Harbour,BS,26.5412,-77.0636,83.32,71,9,12.68,clear sky
656,Ewa Beach,US,21.3156,-158.0072,75.43,83,30,11.99,scattered clouds
657,Kiunga,PG,-6.1219,141.2906,72.16,100,83,1.7,broken clouds
658,Portsmouth,GB,50.799,-1.0913,76.17,74,93,1.99,overcast clouds
659,Morlaix,FR,48.5833,-4.0,69.22,69,75,11.5,broken clouds
660,Sabang,ID,5.8933,95.3214,83.28,73,100,12.75,moderate rain
661,Gayny,RU,60.3071,54.3241,62.65,80,45,3.27,scattered clouds
662,Puqi,CN,29.7167,113.8833,82.24,80,80,4.97,broken clouds
663,Sampit,ID,-2.5333,112.95,74.37,99,76,2.19,broken clouds
664,Puri,IN,19.8,85.85,82.92,82,100,8.5,overcast clouds
665,Kidal,ML,18.4411,1.4078,100.22,21,34,7.2,scattered clouds
666,Lazaro Cardenas,MX,17.9583,-102.2,86.86,67,91,5.82,overcast clouds
667,Nishihara,JP,26.1842,127.7558,83.48,94,30,10.36,scattered clouds
668,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,81.88,70,100,13.27,overcast clouds
669,Horki,BY,54.2861,30.9842,67.21,80,6,11.56,light rain
670,Hare Bay,CA,48.8499,-54.0148,70.2,62,99,13.42,overcast clouds
671,Zhigansk,RU,66.7697,123.3711,57.54,95,100,9.64,light rain
672,Surovatikha,RU,55.7652,43.8984,59.52,91,100,10.04,overcast clouds
673,Kedgwick,CA,47.6446,-67.3434,76.5,64,88,7.54,overcast clouds
674,Pundaguitan,PH,6.3711,126.1689,81.63,77,97,2.98,overcast clouds
675,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,83.5,71,58,2.19,broken clouds
676,Evensk,RU,61.95,159.2333,55.02,52,4,9.22,clear sky
677,Kloulklubed,PW,7.0419,134.2556,75.7,73,100,1.81,overcast clouds
678,Ucluelet,CA,48.9329,-125.5528,57.09,93,60,1.01,broken clouds
679,Kavaratti,IN,10.5669,72.642,80.96,82,91,20.8,overcast clouds
680,Mayya,RU,61.7333,130.2811,63.72,69,76,4.09,broken clouds
681,Batsfjord,NO,70.6345,29.7185,65.98,68,75,9.22,light rain
682,Birin,NP,26.8865,88.0718,65.53,91,100,3.74,overcast clouds
683,Seydi,TM,39.4816,62.9137,100.15,9,0,13.38,clear sky
684,Myslenice,PL,49.8338,19.9383,89.98,35,5,6.4,clear sky
685,Kem,RU,64.9555,34.5793,62.22,72,50,6.29,scattered clouds
686,Yulara,AU,-25.2406,130.9889,51.06,39,4,8.68,clear sky
687,Pimenta Bueno,BR,-11.6725,-61.1936,94.19,23,4,4.09,clear sky
688,Lagos,NG,6.5833,3.75,79.86,71,97,8.39,overcast clouds
689,Sulangan,PH,11.1373,123.7228,84.72,74,100,8.3,overcast clouds
